"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"Brother Fax and Copier  High-Speed","Technology","Copiers","8064","1272","15.77","48"
"Nokia Signal Booster  VoIP","Technology","Phones","8327","1268","15.22","71"
"Office Star Swivel Stool  Red","Furniture","Chairs","11903","1265","10.63","84"
"Avery Binding Machine  Recycled","Office Supplies","Binders","4438","1264","28.49","112"
"Hewlett Fax and Copier  Digital","Technology","Copiers","5857","1263","21.56","40"
"Xerox 1915","Office Supplies","Paper","2789","1262","45.26","28"
"Standard Rollaway File with Lock","Office Supplies","Storage","6595","1261","19.13","40"
"GE 48 Fluorescent Tube  Cool White Energy Saver  34 Watts  30/Box","Furniture","Furnishings","2699","1260","46.69","29"
"Hoover Microwave  Red","Office Supplies","Appliances","12037","1258","10.45","43"
"Sauder Stackable Bookrack  Mobile","Furniture","Bookcases","7779","1256","16.15","60"
"Letter Size Cart","Office Supplies","Storage","4600","1253","27.24","33"
"Eldon Lockers  Single Width","Office Supplies","Storage","12827","1248","9.73","86"
"SAFCO Steel Folding Chair  Set of Two","Furniture","Chairs","4415","1247","28.26","80"
"SAFCO Steel Folding Chair  Adjustable","Furniture","Chairs","4382","1245","28.41","60"
"Cisco Speaker Phone  Cordless","Technology","Phones","8996","1244","13.83","75"
"Bush 3-Shelf Cabinet  Metal","Furniture","Bookcases","5695","1243","21.83","49"
"Rubbermaid Frame  Erganomic","Furniture","Furnishings","6643","1242","18.69","79"
"Canon Fax and Copier  Color","Technology","Copiers","5620","1236","21.99","35"
"Acco Binding Machine  Durable","Office Supplies","Binders","4377","1236","28.23","94"
"Sauder Corner Shelving  Metal","Furniture","Bookcases","6867","1233","17.96","66"
"Sauder Corner Shelving  Pine","Furniture","Bookcases","11060","1233","11.15","91"
"Hewlett Personal Copier  Color","Technology","Copiers","6607","1233","18.66","59"
"Hon GuestStacker Chair","Furniture","Chairs","6936","1233","17.78","34"
"Fiskars Shears  High Speed","Office Supplies","Supplies","3079","1231","39.97","71"
"Hewlett Ink  Laser","Technology","Copiers","8004","1231","15.38","66"
"KitchenAid Stove  Red","Office Supplies","Appliances","13475","1224","9.08","31"
"Ikea Library with Doors  Metal","Furniture","Bookcases","14360","1221","8.50","51"
"Apple Audio Dock  with Caller ID","Technology","Phones","10582","1218","11.51","74"
"Sharp Personal Copier  Laser","Technology","Copiers","6991","1215","17.38","73"
"Binney & Smith Pencil Sharpener  Water Color","Office Supplies","Art","4836","1215","25.13","207"
"Konica Receipt Printer  White","Technology","Machines","4796","1212","25.27","45"
"Hon Chairmat  Set of Two","Furniture","Chairs","4396","1212","27.57","96"
"BIC Sketch Pad  Easy-Erase","Office Supplies","Art","3700","1211","32.73","91"
"Samsung Speaker Phone  Full Size","Technology","Phones","8014","1208","15.08","78"
"Epson Card Printer  Red","Technology","Machines","3283","1202","36.62","22"
"Memorex Memory Card  Bluetooth","Technology","Accessories","4640","1191","25.66","59"
"Hewlett Copy Machine  High-Speed","Technology","Copiers","8315","1190","14.31","38"
"Canon Wireless Fax  High-Speed","Technology","Copiers","19596","1186","6.05","63"
"Maxell iVDR EX 500GB Cartridge","Technology","Accessories","2755","1185","43.00","10"
"Office Star Chairmat  Red","Furniture","Chairs","4180","1185","28.36","82"
"Enermax Router  Bluetooth","Technology","Accessories","12577","1180","9.38","64"
"SAFCO Arco Folding Chair","Furniture","Chairs","11573","1179","10.19","53"
"Cisco Speaker Phone  with Caller ID","Technology","Phones","8826","1176","13.33","81"
"Panasonic KX-TG9471B","Technology","Phones","4978","1168","23.46","27"
"Ikea Library with Doors  Traditional","Furniture","Bookcases","18109","1166","6.44","59"
"Hewlett Fax and Copier  Color","Technology","Copiers","4820","1163","24.12","29"
"SAFCO Swivel Stool  Red","Furniture","Chairs","6978","1162","16.65","59"
"Brother DCP1000 Digital 3 in 1 Multifunction Machine","Technology","Copiers","4860","1155","23.77","19"
"Enermax Keyboard  Erganomic","Technology","Accessories","4859","1150","23.66","78"
"Office Star Chairmat  Black","Furniture","Chairs","3623","1150","31.73","67"
"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","Technology","Phones","3060","1147","37.50","25"
"Enermax Memory Card  Erganomic","Technology","Accessories","4284","1147","26.78","55"
"Samsung Signal Booster  VoIP","Technology","Phones","7640","1140","14.92","69"
"KitchenAid Refrigerator  White","Office Supplies","Appliances","13447","1130","8.41","37"
"Rubbermaid Clock  Erganomic","Furniture","Furnishings","2807","1122","39.96","70"
"HP Ink  Digital","Technology","Copiers","5286","1120","21.19","49"
"Binney & Smith Sketch Pad  Water Color","Office Supplies","Art","4981","1119","22.47","112"
"Tennsco 16-Compartment Lockers with Coat Rack","Office Supplies","Storage","7516","1114","14.83","13"
"HP Copy Machine  High-Speed","Technology","Copiers","11947","1114","9.32","61"
"Sauder 3-Shelf Cabinet  Metal","Furniture","Bookcases","7533","1110","14.73","63"
"Cardinal Binding Machine  Economy","Office Supplies","Binders","7013","1109","15.82","174"
"Stanley Sketch Pad  Fluorescent","Office Supplies","Art","5176","1108","21.41","134"
"Smead Adjustable Mobile File Trolley with Lockable Top","Office Supplies","Storage","4779","1107","23.16","12"
"HP Fax and Copier  Laser","Technology","Copiers","4732","1105","23.34","31"
"Samsung Galaxy S4 Mini","Technology","Phones","6110","1104","18.08","15"
"Staples","Office Supplies","Paper","2504","1096","43.77","150"
"Fellowes Powershred HS-440 4-Sheet High Security Shredder","Technology","Machines","2542","1093","42.99","17"
"Nokia Audio Dock  with Caller ID","Technology","Phones","7882","1091","13.85","55"
"Ibico EB-19 Dual Function Manual Binding System","Office Supplies","Binders","3235","1086","33.58","23"
"Breville Stove  Silver","Office Supplies","Appliances","11512","1085","9.42","23"
"Hon Steel Folding Chair  Adjustable","Furniture","Chairs","5163","1078","20.87","83"
"Harbour Creations Chairmat  Adjustable","Furniture","Chairs","3819","1078","28.22","64"
"Wilson Jones 3-Hole Punch  Recycled","Office Supplies","Binders","3459","1077","31.14","140"
"Konica Phone  Wireless","Technology","Machines","5858","1074","18.34","79"
"Nokia Signal Booster  Full Size","Technology","Phones","7462","1070","14.35","66"
"SAFCO Rocking Chair  Red","Furniture","Chairs","7142","1064","14.90","71"
"Fellowes File Cart  Wire Frame","Office Supplies","Storage","15555","1062","6.83","145"
"Safco 3-Shelf Cabinet  Mobile","Furniture","Bookcases","6883","1060","15.40","53"
"Konica Printer  Durable","Technology","Machines","6150","1057","17.19","29"
"ClearOne CHATAttach 160 - speaker phone","Technology","Phones","6696","1054","15.74","13"
"Hon 4070 Series Pagoda Round Back Stacking Chairs","Furniture","Chairs","5906","1053","17.83","21"
"GBC DocuBind 200 Manual Binding Machine","Office Supplies","Binders","4210","1052","25.00","15"
"SAFCO Swivel Stool  Black","Furniture","Chairs","8111","1051","12.96","71"
"Samsung Speaker Phone  Cordless","Technology","Phones","7519","1046","13.91","75"
"Brother Wireless Fax  High-Speed","Technology","Copiers","12649","1045","8.26","47"
"Wilson SignalBoost 841262 DB PRO Amplifier Kit","Technology","Phones","5327","1044","19.59","17"
"Sauder Corner Shelving  Mobile","Furniture","Bookcases","7335","1043","14.23","61"
"Samsung Galaxy S4 Active","Technology","Phones","4000","1040","26.00","8"
"Rogers Shelving  Wire Frame","Office Supplies","Storage","6740","1039","15.41","144"
"Bevis Conference Table  Rectangular","Furniture","Tables","3685","1038","28.16","7"
"SAFCO Rocking Chair  Adjustable","Furniture","Chairs","7035","1037","14.75","68"
"Cardinal 3-Hole Punch  Economy","Office Supplies","Binders","3560","1022","28.70","145"
"Panasonic Card Printer  Durable","Technology","Machines","5002","1018","20.35","41"
"SanDisk Cards & Envelopes  Premium","Office Supplies","Paper","2848","1017","35.71","71"
"Apple Office Telephone  VoIP","Technology","Phones","4602","1017","22.09","94"
"Safco Library with Doors  Mobile","Furniture","Bookcases","16294","1014","6.22","57"
"Ibico 3-Hole Punch  Recycled","Office Supplies","Binders","3607","1011","28.03","135"
"Advantus Photo Frame  Erganomic","Furniture","Furnishings","3189","1007","31.58","80"
"Hon Steel Folding Chair  Red","Furniture","Chairs","4333","1001","23.09","71"
"Cardinal Binding Machine  Durable","Office Supplies","Binders","3987","1000","25.08","87"
"KitchenAid Microwave  Silver","Office Supplies","Appliances","14728","997","6.77","59"
"Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","Technology","Accessories","2620","996","38.02","29"
"Chromcraft Conference Table  Fully Assembled","Furniture","Tables","8042","996","12.39","12"
"Smead Trays  Industrial","Office Supplies","Storage","4538","995","21.93","120"
"Harbour Creations Rocking Chair  Black","Furniture","Chairs","10577","995","9.40","95"
"Elite Trimmer  Steel","Office Supplies","Supplies","3113","993","31.91","104"
"Enermax Keyboard  Programmable","Technology","Accessories","4318","990","22.93","63"
"Canon Fax and Copier  High-Speed","Technology","Copiers","8259","987","11.95","54"
"Tenex Frame  Erganomic","Furniture","Furnishings","5060","987","19.51","62"
"Harbour Creations Bag Chairs  Adjustable","Furniture","Chairs","3521","982","27.89","80"
"Samsung Speaker Phone  with Caller ID","Technology","Phones","8386","979","11.67","85"
"Cuisinart Microwave  Silver","Office Supplies","Appliances","7325","975","13.32","30"
"Boston Pencil Sharpener  Water Color","Office Supplies","Art","5093","973","19.10","217"
"Lifetime Advantage Folding Chairs  4/Carton","Furniture","Chairs","5212","973","18.66","27"
"Belkin Memory Card  Erganomic","Technology","Accessories","4305","968","22.48","58"
"Bose SoundLink Bluetooth Speaker","Technology","Phones","2866","967","33.75","18"
"Motorola Audio Dock  Full Size","Technology","Phones","5647","965","17.10","37"
"Breville Blender  White","Office Supplies","Appliances","4067","964","23.71","55"
"Bush Floating Shelf Set  Mobile","Furniture","Bookcases","8056","962","11.94","57"
"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Office Supplies","Appliances","4477","957","21.38","17"
"Acco Binding Machine  Recycled","Office Supplies","Binders","5563","955","17.16","133"
"Global Troy Executive Leather Low-Back Tilter","Furniture","Chairs","12975","952","7.34","32"
"Stanley Sketch Pad  Blue","Office Supplies","Art","3556","950","26.72","90"
"Fellowes Folders  Blue","Office Supplies","Storage","2776","947","34.11","134"
"Apple Audio Dock  Full Size","Technology","Phones","8833","944","10.69","67"
"Konica Phone  Red","Technology","Machines","3921","942","24.02","56"
"StarTech Receipt Printer  White","Technology","Machines","3747","941","25.12","35"
"Nortel Meridian M3904 Professional Digital phone","Technology","Phones","4435","936","21.11","32"
"Novimex Rocking Chair  Set of Two","Furniture","Chairs","7460","935","12.53","76"
"Canon Personal Copier  Digital","Technology","Copiers","5626","931","16.55","53"
"HP Fax and Copier  High-Speed","Technology","Copiers","5826","929","15.95","46"
"Harbour Creations Rocking Chair  Adjustable","Furniture","Chairs","8075","928","11.49","73"
"SanDisk Keyboard  Erganomic","Technology","Accessories","4123","927","22.48","57"
"Fellowes Shelving  Single Width","Office Supplies","Storage","5220","927","17.75","108"
"Global Commerce Series High-Back Swivel/Tilt Chairs","Furniture","Chairs","7979","926","11.61","33"
"Fellowes Shelving  Industrial","Office Supplies","Storage","3921","920","23.45","81"
"Advantus Frame  Duo Pack","Furniture","Furnishings","4454","916","20.57","55"
"Rubbermaid Photo Frame  Durable","Furniture","Furnishings","3218","916","28.46","85"
"Ikea Corner Shelving  Mobile","Furniture","Bookcases","6951","913","13.13","63"
"Epson Phone  White","Technology","Machines","2499","913","36.52","38"
"Boston Canvas  Fluorescent","Office Supplies","Art","7799","912","11.70","169"
"Office Star Steel Folding Chair  Set of Two","Furniture","Chairs","3678","910","24.76","50"
"Cisco SPA301","Technology","Phones","4181","905","21.64","30"
"Brother Fax and Copier  Digital","Technology","Copiers","9101","901","9.90","58"
"Polycom VVX 310 VoIP phone","Technology","Phones","6228","900","14.45","40"
"Wilson Jones Binding Machine  Clear","Office Supplies","Binders","4576","898","19.63","111"
"Sauder Library with Doors  Pine","Furniture","Bookcases","12182","897","7.36","37"
"Polycom CX600 IP Phone VoIP phone","Technology","Phones","4619","897","19.42","17"
"Logitech G700s Rechargeable Gaming Mouse","Technology","Accessories","2340","890","38.03","25"
"Jiffy Interoffice Envelope  Recycled","Office Supplies","Envelopes","2757","887","32.18","75"
"Imation Bio 2GB USB Flash Drive Imation Corp","Technology","Accessories","2099","882","42.00","16"
"Okidata MB760 Printer","Technology","Machines","7834","881","11.25","7"
"Memorex Numeric Keypad  Bluetooth","Technology","Accessories","4335","880","20.29","121"
"Bush 3-Shelf Cabinet  Traditional","Furniture","Bookcases","6112","879","14.38","51"
"Sharp Copy Machine  High-Speed","Technology","Copiers","11962","876","7.32","67"
"Ikea Floating Shelf Set  Mobile","Furniture","Bookcases","4713","873","18.52","37"
"Motorola Signal Booster  with Caller ID","Technology","Phones","4115","873","21.21","35"
"Jawbone JAMBOX Wireless Bluetooth Speaker","Technology","Phones","2022","872","43.13","14"
"Chromcraft Wood Table  Adjustable Height","Furniture","Tables","4944","872","17.64","14"
"Xerox Cards & Envelopes  8.5 x 11","Office Supplies","Paper","3326","872","26.22","73"
"Hoover Toaster  Black","Office Supplies","Appliances","2372","871","36.73","31"
"Safco Contoured Stacking Chairs","Furniture","Chairs","5698","870","15.27","27"
"Novimex Bag Chairs  Adjustable","Furniture","Chairs","3501","870","24.87","90"
"Hon Swivel Stool  Red","Furniture","Chairs","7707","867","11.26","62"
"Brother Ink  Digital","Technology","Copiers","4824","867","17.96","44"
"Motorola Audio Dock  VoIP","Technology","Phones","12315","865","7.02","94"
"Eldon Shelving  Blue","Office Supplies","Storage","4705","865","18.38","132"
"Ibico Binding Machine  Recycled","Office Supplies","Binders","6950","864","12.43","153"
"Lesro Conference Table  Rectangular","Furniture","Tables","11003","861","7.82","23"
"Harbour Creations Swivel Stool  Black","Furniture","Chairs","10365","860","8.30","86"
"HP Ink  Color","Technology","Copiers","6892","858","12.44","67"
"Stanley Canvas  Easy-Erase","Office Supplies","Art","4572","857","18.73","110"
"Global Leather and Oak Executive Chair  Black","Furniture","Chairs","6411","855","13.33","26"
